Nom Lliga,Grup,Id,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,7D1455CD49,Penya Barcelonista Collblanc Sants,Penya Barcelonista Collblanc Sants,Nivell A,Dissabte,1,1,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,490063E992,"Fundació Brafa ""A""",Fundació Brafa,Nivell C,Dissabte,Indiferent,2,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-1,Dummy 1,Dummy,Dummy,,,3,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-2,Dummy 2,Dummy,Dummy,,,4,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-3,Dummy 3,Dummy,Dummy,,,5,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-4,Dummy 4,Dummy,Dummy,,,6,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-5,Dummy 5,Dummy,Dummy,,,7,[]
FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-6,Dummy 6,Dummy,Dummy,,,8,[]
