Nom Lliga,Grup,Id,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,63C48D970D,"Escolapis Sarrià ""Blau""",Escolapis Sarrià,Nivell C,Divendres,Casa,1,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,FD4D4A6DEA,"Col·legi Viaró ""B""",Col·legi Viaró,Nivell E,Dissabte,2,2,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,DUMMY-1,Dummy 1,Dummy,Dummy,,,3,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,4D29501442,"Escola de Futbol Vallvidrera ""B""",Escola de Futbol Vallvidrera,Nivell C,Divendres,4,4,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,F9C63D8757,"JesuÏtes Sarria-Sant Ignasi ""C""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,5,5,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,6E0C7A5272,Col·legi Sagrat Cor Sarrià A,Col·legi Sagrat Cor Sarrià,Nivell E,Divendres,Casa,6,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,DUMMY-3,Dummy 3,Dummy,Dummy,,,7,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G1,9945915718,"JesuÏtes Sarria-Sant Ignasi ""B""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,1,8,"[6, 7]"
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,CB0DFDC8A9,"Escolapis Sarrià ""Verd""",Escolapis Sarrià,Nivell C,Divendres,Casa,1,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,44F6EB8FA4,"Escola de Futbol Vallvidrera ""A""",Escola de Futbol Vallvidrera,Nivell C,Divendres,1,2,"[1, 2]"
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,DUMMY-2,Dummy 2,Dummy,Dummy,,,3,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,02C300253F,Secció Esportiva La Salle Bonanova VERMELL,Secció Esportiva La Salle Bonanova,Nivell C,Divendres,Fora,4,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,9D5801FA9B,"JesuÏtes Sarria-Sant Ignasi ""D""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,5,5,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,FC890A3392,Col·legi Sagrat Cor Sarrià b,Col·legi Sagrat Cor Sarrià,Nivell E,Divendres,Casa,6,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,DUMMY-7,Dummy 7,Dummy,Dummy,,,7,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G2,B37038E205,"AFA Escola Taber (AE Can Caralleu) ""Vermell""",AFA Escola Taber (AE Can Caralleu),Nivell C,Divendres,1,8,"[6, 7]"
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,9FC15E6FA3,"JesuÏtes Sarria-Sant Ignasi ""A""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,1,1,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,F5C7E226B1,"Col·legi Viaró ""A""",Col·legi Viaró,Nivell D,Dissabte,1,2,"[1, 2]"
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,DUMMY-4,Dummy 4,Dummy,Dummy,,,3,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,DUMMY-5,Dummy 5,Dummy,Dummy,,,4,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,4D2129EBF4,"Fundació Brafa ""A""",Fundació Brafa,Nivell C,Dissabte,Fora,5,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,DUMMY-6,Dummy 6,Dummy,Dummy,,,6,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,8CE1A049EE,"CE La Farga XXI ""A""",CE La Farga XXI,Nivell C,Divendres,Casa,7,[]
FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,G3,2652FDD9D4,Secció Esportiva La Salle Bonanova,Secció Esportiva La Salle Bonanova,Nivell C,Divendres,Casa,8,[]
