Nom Lliga,Grup,Id,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,DUMMY-1,Dummy 1,Dummy,Dummy,,,1,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,DUMMY-2,Dummy 2,Dummy,Dummy,,,2,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,F64434159F,Escola Grevol,Escola Grevol,Nivell C,Dissabte,3,3,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,DUMMY-3,Dummy 3,Dummy,Dummy,,,4,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,DUMMY-4,Dummy 4,Dummy,Dummy,,,5,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,55BD6BC2D7,"Jesuïtes El Clot-Escola del Clot ""A""",Jesuïtes El Clot-Escola del Clot,Nivell C,Divendres,6,6,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,DUMMY-5,Dummy 5,Dummy,Dummy,,,7,[]
BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,DUMMY-6,Dummy 6,Dummy,Dummy,,,8,[]
