Nom Lliga,Grup,Id,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,522F2E3DA2,"JesuÏtes Sarria-Sant Ignasi ""B""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,1,1,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,8C1906955C,Col·legi Sagrat Cor Sarrià B,Col·legi Sagrat Cor Sarrià,Nivell A,Divendres,Fora,2,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,C4492FDD20,"Col·legi Viaró ""A""",Col·legi Viaró,Nivell E,Dissabte,2,3,"[3, 4]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,47ABC60A24,"CE La Farga XXI ""A""",CE La Farga XXI,Nivell C,Divendres,Fora,4,[5]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,23B454AE5B,"Golden Panthers ""A""",Golden Panthers,Nivell C,Divendres,Fora,5,"[6, 7]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,409415986D,"Escolapis Sarrià ""Blau""",Escolapis Sarrià,Nivell C,Divendres,Fora,6,"[1, 2]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,DUMMY-2,Dummy 2,Dummy,Dummy,,,7,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G2,260B471E68,Club Esportiu Les Corts Barcelona,Club Esportiu Les Corts Barcelona,Nivell A,Dissabte,1,8,"[6, 7]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,6734A3AB81,"JesuÏtes Sarria-Sant Ignasi ""A""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,1,1,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,3BFBB79A00,Col·legi Sagrat Cor Sarrià,Col·legi Sagrat Cor Sarrià,Nivell E,Divendres,Fora,2,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,21A5257AF8,"Col·legi Viaró ""B""",Col·legi Viaró,Nivell E,Dissabte,2,3,"[3, 4]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,0472BA866E,"Club Daumar ""C""",Club Daumar,Nivell C,Divendres,2,4,"[3, 4, 5]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,0B7F7B4DC6,"JesuÏtes Sarria-Sant Ignasi ""C""",JesuÏtes Sarria-Sant Ignasi,Nivell C,Divendres,5,5,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,AF78C8F450,"Escolapis Sarrià ""Verd""",Escolapis Sarrià,Nivell C,Divendres,Fora,6,"[1, 2]"
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,DUMMY-1,Dummy 1,Dummy,Dummy,,,7,[]
FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,G1,D4157D5F33,"Fundació Brafa ""A""",Fundació Brafa,Nivell C,Dissabte,Casa,8,"[6, 7]"
