Nom Lliga,Grup,Id,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-1,Dummy 1,Dummy,Dummy,,,1,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-2,Dummy 2,Dummy,Dummy,,,2,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-3,Dummy 3,Dummy,Dummy,,,3,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-4,Dummy 4,Dummy,Dummy,,,4,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DED1A04632,"Bàsquet CAT ""A""",Bàsquet CAT,Nivell C,Divendres,Fora,5,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-5,Dummy 5,Dummy,Dummy,,,6,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,93BE51465A,"AFA Escola Pompeu Fabra (Ceissa) ""A""",AFA Escola Pompeu Fabra (Ceissa),Nivell E,Divendres,7,7,[]
BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,G1,DUMMY-6,Dummy 6,Dummy,Dummy,,,8,[]
