Nom,Entitat,Nom Lliga,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions
CE Vincit-Provençalenc B,CE Vincit-Provençalenc,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
CE Vincit-Provençalenc A,CE Vincit-Provençalenc,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell B,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Auró (AE L'Eixample) ""A""",Escola Auró (AE L'Eixample),FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,8,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:30 h,
"Futsal Dante ""Negre""",Futsal Dante,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:30 h,
"Escola Pia Balmes ""A""",Escola Pia Balmes,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,4,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Pia Balmes ""B""",Escola Pia Balmes,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,8,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola de Futbol Sala Sant Marc de Sarrià ""A""",Escola de Futbol Sala Sant Marc de Sarrià,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,por favor que nos pongan colegios los mas cercanos posible
"Artós Sports Club (FPC CET 10) ""A""",Artós Sports Club (FPC CET 10),FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell B,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,LLIGA DIVENDRES
"Artós Sports Club (FPC CET 10) ""C""",Artós Sports Club (FPC CET 10),FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,5,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,LLIGA DIVENDRES
"FC Xavi ""A""",FC Xavi,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,19:00 h,
"FC Xavi ""B""",FC Xavi,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,19:00 h,
"FC Xavi ""C""",FC Xavi,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Dimarts,19:00 h,
"Club Esportiu Jesús Maria ""A""",Club Esportiu Jesús Maria,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Dominiques Barcelona ""A""",Dominiques Barcelona,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
Galí Bellesguard (AE L'Eixample),Galí Bellesguard (AE L'Eixample),FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Ntra Sra de Lurdes ""A""",Escola Ntra Sra de Lurdes,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,1,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,12:00 h,
"Jesuïtes Gràcia - Col·legi Kostka ""Verd""",Jesuïtes Gràcia - Col·legi Kostka,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,4,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,11:00 h,
"Jesuïtes Gràcia - Col·legi Kostka ""Negre""",Jesuïtes Gràcia - Col·legi Kostka,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,8,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,12:00 h,
"FC Xavi ""H""",FC Xavi,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,Indiferent,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"FC Xavi ""Groc""",FC Xavi,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,2,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Suïssa de Barcelona ""A""",Escola Suïssa de Barcelona,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,2,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Col·legi Padre Damian Sagrados Corazones ""A""",Col·legi Padre Damian Sagrados Corazones,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell B,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
Centre Montserrat-Xavier,Centre Montserrat-Xavier,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,11:00 h,
"Centre Montserrat-Xavier ""B""",Centre Montserrat-Xavier,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,10:00 h,
Escola Regina Carmeli,Escola Regina Carmeli,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"AE Lycée Français ""A""",AE Lycée Français,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,2,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,09:30 h,
"Escola Sagrada Familia Sant Andreu ""A""",Escola Sagrada Familia Sant Andreu,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,4,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,19:00 h,
"Escola Thau ""A""",Escola Thau,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Thau ""B""",Escola Thau,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"The Benjamin Franklin International School ""A""",The Benjamin Franklin International School,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,3,FUTBOL 5,PREBENJAMÍ,MIXT,Dijous,19:00 h,
Escola Grevol,Escola Grevol,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Els Llorers (AE L'Eixample) ""A""",Escola Els Llorers (AE L'Eixample),FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,2,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Centre d'Estudis Montseny (FPC CET 10) ""A""",Centre d'Estudis Montseny (FPC CET 10),FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"AMPA Escola Mestre Enric Gibert i Camins ""E""",AMPA Escola Mestre Enric Gibert i Camins,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Fundació Escola Teresianes Ganduxer ""A""",Fundació Escola Teresianes Ganduxer,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:15 h,
"OAK House British School ""A""",OAK House British School,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell D,1,FUTBOL 5,PREINFANTIL,FEMENÍ,Divendres,19:00 h,LLIGA DELS DIVENDRES
"AI Estel Vallseca ""A""",AI Estel Vallseca,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell E,3,FUTBOL 5,PREINFANTIL,FEMENÍ,Divendres,19:15 h,
"ACE Sansur ""A""",ACE Sansur,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,11:45 h,
Galí Bellesguard (AE L'Eixample),Galí Bellesguard (AE L'Eixample),FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREINFANTIL,FEMENÍ,Divendres,18:00 h,
"Escola de Futbol Sala APC Raval (AECV) ""A""",Escola de Futbol Sala APC Raval (AECV),FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell D,5,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,09:00 h,
"Club Esportiu Fabra i Coats ""B""",Club Esportiu Fabra i Coats,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,12:30 h,
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,10:00 h,
"Club Futbol Sala Palmasec 2021 ""A""",Club Futbol Sala Palmasec 2021,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell E,Fora,FUTBOL 5,PREINFANTIL,FEMENÍ,Divendres,18:00 h,
Associació Can Baró Cultural,Associació Can Baró Cultural,FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREINFANTIL,FEMENÍ,Divendres,19:00 h,
"Escola de Futbol Sala APC Raval (AECV) ""A""",Escola de Futbol Sala APC Raval (AECV),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell B,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
EE Pegaso-Viana,7 d'Aventura,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
EE Pegaso-Viana ''B'',7 d'Aventura,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,5,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,
"Club Esportiu Fabra i Coats ""D""",Club Esportiu Fabra i Coats,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:00 h,
"Club Esportiu Fabra i Coats ""C""",Club Esportiu Fabra i Coats,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,7,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:30 h,
"Escola Brasil (FPC CET 10) ""A""",Escola Brasil (FPC CET 10),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Escola Garbí ""A""",Escola Garbí,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Club Esportiu Fabra i Coats ""A""",Club Esportiu Fabra i Coats,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:30 h,
"Club Esportiu Fabra i Coats ""B""",Club Esportiu Fabra i Coats,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,10:30 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Sarrià) ""A""",Escola Frederic Mistral-Tècnic Eulàlia (Sarrià),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,2,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Dominiques Barcelona ""A""",Dominiques Barcelona,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell D,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Escola Bac de Roda (7 d'Aventura) ""A""",Escola Bac de Roda (7 d'Aventura),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell D,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Escola Proa ""A""",Escola Proa,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
Associació Can Baró Cultural,Associació Can Baró Cultural,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:00 h,
Escola Pia Sant Miquel,Escola Pia Sant Miquel,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:00 h,
Artós Sports Club (FPC CET 10),Artós Sports Club (FPC CET 10),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,12:00 h,
"ACE Sansur ""A""",ACE Sansur,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell A,Casa,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,18:30 h,
"Institut Ernest Lluch (AE L'Eixample) ""A""",Institut Ernest Lluch (AE L'Eixample),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,4,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Lycée Français de Gavà (Bon Soleil) ""A""",Lycée Français de Gavà (Bon Soleil),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell B,Casa,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,
CE Vincit-Provençalenc A,CE Vincit-Provençalenc,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell D,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Institut Caterina Albert (FPC CET 10) ""A""",Institut Caterina Albert (FPC CET 10),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Pam Roig (FPC CET 10) ""A""",Pam Roig (FPC CET 10),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Sant Peter´s School ""C""",Sant Peter´s School,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Escola Virolai ""A""",Escola Virolai,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Artós Sports Club (FPC CET 10) ""A""",Artós Sports Club (FPC CET 10),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:45 h,LLIGA DIVENDRES
"Club Esportiu Jesús Maria ""A""",Club Esportiu Jesús Maria,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
Galí Bellesguard (AE L'Eixample),Galí Bellesguard (AE L'Eixample),FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell D,1,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Escola de Futbol Sala Sant Marc de Sarrià ""A""",Escola de Futbol Sala Sant Marc de Sarrià,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:00 h,por favor que nos pongan colegios los mas cercanos posibles
"The Benjamin Franklin International School ""A""",The Benjamin Franklin International School,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,3,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,
"Kinobs Sports SLU ""A""",Kinobs Sports SLU,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,7,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,
"Escola Thau ""A""",Escola Thau,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
"Escola Thau ""B""",Escola Thau,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,
Immaculada Concepció d'Horta - Futsal Dante,Immaculada Concepció d'Horta - Futsal Dante,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell D,Fora,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,12:00 h,
Associacio Esportiva de Gracia,Associacio Esportiva de Gracia,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell B,2,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:15 h,
"Fundació Escola Teresianes Ganduxer ""A""",Fundació Escola Teresianes Ganduxer,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Nivell C,3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:15 h,
