Nom,Entitat,Nom Lliga,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions
"Club bàsquet turó de la Peira ""B""",Club bàsquet turó de la Peira,BÀSQUET CADET MIXT 1ª FASE CEEB,Nivell D,,BÀSQUET,CADET,MIXT,Divendres,19:15 h,
"Club bàsquet turó de la Peira ""C""",Club bàsquet turó de la Peira,BÀSQUET CADET MIXT 1ª FASE CEEB,Nivell D,,BÀSQUET,CADET,MIXT,Divendres,18:00 h,
"Col·legi Viaró ""A""",Col·legi Viaró,BÀSQUET CADET MIXT 1ª FASE CEEB,Nivell E,2,BÀSQUET,CADET,MIXT,Dissabte,10:30 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Sarrià) ""A""",Escola Frederic Mistral-Tècnic Eulàlia (Sarrià),BÀSQUET CADET MIXT 1ª FASE CEEB,Nivell A,2,BÀSQUET,CADET,MIXT,Divendres,18:00 h,
"Col·legi Canigó ""A""",Col·legi Canigó,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell A,Casa,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,09:00 h,
"Col·legi Canigó ""B""",Col·legi Canigó,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell B,Fora,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,10:30 h,
"Aula Escola Europea ""A""",Aula Escola Europea,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,5,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,09:00 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Sarrià) ""Vermell""",Escola Frederic Mistral-Tècnic Eulàlia (Sarrià),BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell A,2,BÀSQUET,INFANTIL,FEMENÍ,Divendres,19:30 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Sarrià) ""Negre""",Escola Frederic Mistral-Tècnic Eulàlia (Sarrià),BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell B,6,BÀSQUET,INFANTIL,FEMENÍ,Divendres,19:30 h,
"Col·legi Sagrado Corazón (Corazonistas) ""A""",Col·legi Sagrado Corazón (Corazonistas),BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell D,3,BÀSQUET,INFANTIL,FEMENÍ,Divendres,18:45 h,RESPECTAR SI US PLAU NÚMERO CALENDARI
"Escola Pia Sant Miquel ""A""",Escola Pia Sant Miquel,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,5,BÀSQUET,INFANTIL,FEMENÍ,Divendres,19:30 h,
"Escola Pia Sant Miquel ""B""",Escola Pia Sant Miquel,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,5,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,10:15 h,
"CE La Salle Gracia ""A""",CE La Salle Gracia,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell C,1,BÀSQUET,INFANTIL,FEMENÍ,Divendres,18:30 h,
"Escola Pia Balmes ""A""",Escola Pia Balmes,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell D,8,BÀSQUET,INFANTIL,FEMENÍ,Divendres,20:30 h,
"Sant Peter´s School ""C""",Sant Peter´s School,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell D,Fora,BÀSQUET,INFANTIL,FEMENÍ,Divendres,19:00 h,
Escola de Secundaria Els Arcs (Bàsquet),Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell A,8,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,11:00 h,ÉS MOLT IMPORTANT QUE EL NÚMERO DE SORTEIG DE CALENDARI ES MANTINGUI DONAT QUE ÉS UN EQUIP CURT DE JUGADORES I S'HAN DE PUJAR NENES DEL PREINFANTIL. A MÉS L'ENTRENADOR PORTA TAMBÉ UN ALTRE EQUIP QUE JUGARIA A CONTINUACIÓ I AIXÍ ENS ESTALVIEM AJORNAMENTS.
"AE Lycée Français ""A""",AE Lycée Français,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell A,2,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,12:15 h,
"American School of Barcelona ""A""",American School of Barcelona,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell E,Casa,BÀSQUET,INFANTIL,FEMENÍ,Dissabte,10:30 h,
"Club Esportiu Jesús Maria ""A""",Club Esportiu Jesús Maria,BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Nivell E,3,BÀSQUET,INFANTIL,FEMENÍ,Divendres,18:00 h,
Escola de Secundaria Els Arcs (Bàsquet),Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell B,8,BÀSQUET,INFANTIL,MIXT,Dissabte,11:00 h,ÉS MOLT IMPORTANT QUE EL NÚMERO DE SORTEIG DE CALENDARI ES MANTINGUI DONAT QUE ÉS UN EQUIP CURT DE JUGADORS (alguns ja han avisat que no podrien venir a tots els partits) I S'HAN DE PUJAR NENS DE L'INFANTIL B.
"Col·legi Sagrat Cor Sarrià ""A""",Col·legi Sagrat Cor Sarrià,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell A,8,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,respecteu numero de sorteig
"Escola de Secundaria Els Arcs (Bàsquet) ""B""",Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell E,8,BÀSQUET,INFANTIL,MIXT,Dissabte,09:30 h,HAVIA DE SER UN PREINFANTIL PERÒ HI HAURÀ JUGADORS INFANTILS. EQUIP DE POC NIVELL I AMB MOLTS JUGADORS DE EDAT PREINFANTIL.
"The Benjamin Franklin International School ""A""",The Benjamin Franklin International School,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell E,3,BÀSQUET,INFANTIL,MIXT,Dissabte,11:00 h,
"Institut Viladomat - TEAM ""A""",Institut Viladomat - TEAM,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell E,Fora,BÀSQUET,INFANTIL,MIXT,Divendres,19:15 h,
"AE Lycée Français ""A""",AE Lycée Français,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell A,2,BÀSQUET,INFANTIL,MIXT,Dissabte,09:15 h,
"Vedruna Immaculada - 2 de Maig (AE L'Eixample) ""A""",Vedruna Immaculada - 2 de Maig (AE L'Eixample),BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell C,7,BÀSQUET,INFANTIL,MIXT,Dissabte,10:30 h,
"American School of Barcelona ""A""",American School of Barcelona,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell E,Casa,BÀSQUET,INFANTIL,MIXT,Dissabte,09:00 h,
"Club bàsquet turó de la Peira ""A""",Club bàsquet turó de la Peira,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell D,,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Sarrià) ""A""",Escola Frederic Mistral-Tècnic Eulàlia (Sarrià),BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell A,6,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,
"Fundació Brafa ""A""",Fundació Brafa,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,INFANTIL,MIXT,Dissabte,12:00 h,AQUEST EQUIP ALTERNA PISTA AMB UN ALTRE EQUIP. PRIMERA JORNADA HA DE JUGAR FORA.
"Secció Esportiva Santa Eulalia (SESE) ""A""",Secció Esportiva Santa Eulalia (SESE),BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell C,Casa,BÀSQUET,INFANTIL,MIXT,Dissabte,09:00 h,
"OAK House British School ""A""",OAK House British School,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Nivell D,1,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,LLIGA DELS DIVENDRES
"Col·legi Sagrat Cor Sarrià ""A""",Col·legi Sagrat Cor Sarrià,BÀSQUET JÚNIOR FEMENÍ 1ª FASE CEEB,Nivell A,8,BÀSQUET,JÚNIOR,FEMENÍ,Divendres,19:15 h,respecteu numero de sorteig
Escola Pia Sant Miquel,Escola Pia Sant Miquel,BÀSQUET JUVENIL FEMENÍ 1ª FASE CEEB,Nivell C,5,BÀSQUET,JUVENIL,FEMENÍ,Dissabte,09:00 h,
"Col·legi Canigó ""A""",Col·legi Canigó,BÀSQUET JUVENIL FEMENÍ 1ª FASE CEEB,Nivell A,Casa,BÀSQUET,JUVENIL,FEMENÍ,Dissabte,12:00 h,
"Col·legi Sagrado Corazón (Corazonistas) ""A""",Col·legi Sagrado Corazón (Corazonistas),BÀSQUET JUVENIL FEMENÍ 1ª FASE CEEB,Nivell E,7,BÀSQUET,JUVENIL,FEMENÍ,Divendres,19:15 h,RESPECTAR SI US PLAU NÚMERO CALENDARI
"AEE Institut Montserrat ""A""",AEE Institut Montserrat,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell C,4,BÀSQUET,JUVENIL,MIXT,Dissabte,12:30 h,
"Col·legi Viaró ""A""",Col·legi Viaró,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell E,2,BÀSQUET,JUVENIL,MIXT,Dissabte,09:00 h,
"Escola Súnion ""A""",Escola Súnion,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell E,6,BÀSQUET,JUVENIL,MIXT,Dissabte,09:00 h,
Escola de Secundaria Els Arcs (Bàsquet),Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell B,4,BÀSQUET,JUVENIL,MIXT,Dissabte,12:30 h,"ÉS UN EQUIP CURT DE JUGADORS I NECESSITA PUJAR CADETS A, PER TANT ÉS IMPORTANT QUE ELS DOS EQUIPS MANTINGUIN NOMBRE DE CALENDARI IGUAL (4)."
"Club bàsquet turó de la Peira ""A""",Club bàsquet turó de la Peira,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell D,,BÀSQUET,JUVENIL,MIXT,Divendres,19:15 h,
"AE Lycée Français ""A""",AE Lycée Français,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell A,6,BÀSQUET,JUVENIL,MIXT,Dissabte,12:15 h,
"American School of Barcelona ""A""",American School of Barcelona,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell A,Fora,BÀSQUET,JUVENIL,MIXT,Dissabte,10:30 h,
Braval B,Braval,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell B,7,BÀSQUET,JUVENIL,MIXT,Divendres,18:15 h,
Braval A,Braval,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell A,3,BÀSQUET,JUVENIL,MIXT,Divendres,18:15 h,
"Lycée Français de Gavà (Bon Soleil) ""A""",Lycée Français de Gavà (Bon Soleil),BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Nivell A,Fora,BÀSQUET,JUVENIL,MIXT,Divendres,19:15 h,
"Jesuïtes El Clot-Escola del Clot ""A""",Jesuïtes El Clot-Escola del Clot,BÀSQUET LLIGA ABSOLUTA FEMENÍ 1ª FASE CEEB,Nivell C,6,BÀSQUET,SÈNIOR,FEMENÍ,Divendres,19:00 h,
Col·legi Abat Oliba - Spínola,Col·legi Abat Oliba - Spínola,BÀSQUET LLIGA ABSOLUTA FEMENÍ 1ª FASE CEEB,Nivell B,5,BÀSQUET,SÈNIOR,FEMENÍ,Divendres,19:30 h,
"Jesuïtes El Clot-Escola del Clot ""A""",Jesuïtes El Clot-Escola del Clot,BÀSQUET LLIGA ABSOLUTA MIXT 1ª FASE CEEB,Nivell C,2,BÀSQUET,SÈNIOR,MIXT,Divendres,20:30 h,
"Jesuïtes El Clot-Escola del Clot ""B""",Jesuïtes El Clot-Escola del Clot,BÀSQUET LLIGA ABSOLUTA MIXT 1ª FASE CEEB,Nivell C,6,BÀSQUET,SÈNIOR,MIXT,Divendres,20:30 h,
"Club bàsquet turó de la Peira ""A""",Club bàsquet turó de la Peira,BÀSQUET LLIGA ABSOLUTA MIXT 1ª FASE CEEB,Nivell D,,BÀSQUET,SÈNIOR,MIXT,Dissabte,10:00 h,
"Escola Pia Balmes ""A""",Escola Pia Balmes,BÀSQUET LLIGA JOVE FEMENÍ 1ª FASE CEEB,Nivell C,4,BÀSQUET,SÈNIOR,FEMENÍ,Dissabte,12:00 h,
"Fundació Brafa ""A""",Fundació Brafa,BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell B,Indiferent,BÀSQUET,SÈNIOR,MIXT,Dissabte,18:30 h,
"Fundació Brafa ""B""",Fundació Brafa,BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,Indiferent,BÀSQUET,SÈNIOR,MIXT,Divendres,21:45 h,
"Institut Ernest Lluch (AE L'Eixample) ""A""",Institut Ernest Lluch (AE L'Eixample),BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,8,BÀSQUET,SÈNIOR,MIXT,Divendres,19:30 h,
"Escola Pia Balmes ""A""",Escola Pia Balmes,BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell C,4,BÀSQUET,SÈNIOR,MIXT,Divendres,20:30 h,
"Secció Esportiva Santa Eulalia (SESE) ""A""",Secció Esportiva Santa Eulalia (SESE),BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell A,Fora,BÀSQUET,SÈNIOR,MIXT,Dissabte,14:00 h,
Escola de Secundaria Els Arcs (Bàsquet),Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell B,4,BÀSQUET,SÈNIOR,MIXT,Dissabte,12:30 h,ÉS MOLT IMPORTANT MANTENIR EL MATEIX NOMBRE DE CALENDARI QUE EL CADET MASCULÍ A DONAT QUE ELS DOS EQUIPS ELS ENTRENA EL MATEIX ENTRENADOR I ELS PARTITS DE CASA ESTAN POSATS SEGUITS. SI NO ÉS AIXÍ ENS SUPOSA MOLTS AJORNAMENTS.
"S.E Escuelas Salesianas San José ""Negre""",S.E Escuelas Salesianas San José,BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Nivell D,5,BÀSQUET,SÈNIOR,MIXT,Divendres,19:45 h,
Escola Grevol,Escola Grevol,BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,3,BÀSQUET,MENUDETS,MIXT,Dissabte,10:00 h,
"Jesuïtes El Clot-Escola del Clot ""A""",Jesuïtes El Clot-Escola del Clot,BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,Nivell C,6,BÀSQUET,MENUDETS,MIXT,Divendres,18:00 h,
"Bàsquet CAT ""A""",Bàsquet CAT,BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,MENUTS,MIXT,Divendres,18:00 h,
"AFA Escola Pompeu Fabra (Ceissa) ""A""",AFA Escola Pompeu Fabra (Ceissa),BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,7,BÀSQUET,MENUTS,MIXT,Divendres,18:15 h,
"Col·legi Canigó ""A""",Col·legi Canigó,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell A,Casa,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,12:00 h,
"Col·legi Canigó ""B""",Col·legi Canigó,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell B,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,12:00 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Tibidabo) ""A""",Escola Frederic Mistral-Tècnic Eulàlia (Tibidabo),BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell B,3,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,
"Aula Escola Europea ""A""",Aula Escola Europea,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,1,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,
Col·legi Abat Oliba - Spínola,Col·legi Abat Oliba - Spínola,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell D,5,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,
"JesuÏtes Sarria-Sant Ignasi ""A""",JesuÏtes Sarria-Sant Ignasi,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,1,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,
"Col·legi Sagrat Cor Sarrià ""Blau""",Col·legi Sagrat Cor Sarrià,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell A,8,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,respecteu numero de sorteig
"Col·legi Sagrat Cor Sarrià ""Vermell""",Col·legi Sagrat Cor Sarrià,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell A,8,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,19:15 h,respecteu numero de sorteig
"Escola Thau ""A""",Escola Thau,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:15 h,
"Escola Garbí ""A""",Escola Garbí,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,
Escola Pia Sant Miquel,Escola Pia Sant Miquel,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,5,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,09:00 h,
"Fundació Brafa ""A""",Fundació Brafa,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,09:15 h,AQUEST EQUIP ALTERNA PISTA AMB UN ALTRE EQUIP (el nostre alevía). PRIMERA JORNADA HA DE JUGAR FORA.
"Escola Pia Balmes ""A""",Escola Pia Balmes,BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Nivell C,4,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,19:15 h,
Escola Pia Sant Miquel,Escola Pia Sant Miquel,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:30 h,
"AFA La Llacuna del Poblenou ""Blau""",AFA La Llacuna del Poblenou,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:15 h,
"Escola Els Llorers (AE L'Eixample) ""A""",Escola Els Llorers (AE L'Eixample),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,5,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:15 h,
"AFA Escola Taber (AE Can Caralleu) ""Vermell""",AFA Escola Taber (AE Can Caralleu),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,1,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Carlit (AE L'Eixample) ""A""",Escola Carlit (AE L'Eixample),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,1,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:15 h,
"Escola Joan Miró (AE L'Eixample) ""A""",Escola Joan Miró (AE L'Eixample),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,8,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:15 h,
"Lycée Français de Gavà (Bon Soleil) ""A""",Lycée Français de Gavà (Bon Soleil),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"CE La Salle Gracia ""A""",CE La Salle Gracia,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:30 h,
"Associacio Sant Marti Esport ""A""",Associacio Sant Marti Esport,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Casa,BÀSQUET,PREALEVÍ,MIXT,Dissabte,10:30 h,
"Jesuïtes Casp ""A""",Jesuïtes Casp,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"AMPA Escola Pere Vila ""E""",AMPA Escola Pere Vila,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Casa,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Frederic Mistral-Tècnic Eulàlia (Tibidabo) ""A""",Escola Frederic Mistral-Tècnic Eulàlia (Tibidabo),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Aula Escola Europea ""A""",Aula Escola Europea,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Bogatell (FPC CET 10) ""B""",Escola Bogatell (FPC CET 10),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola La Farigola del Clot (FPC CET 10) ""A""",Escola La Farigola del Clot (FPC CET 10),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,1,BÀSQUET,PREALEVÍ,MIXT,Dissabte,10:00 h,
"EB Bon Pastor (FBC) ""A""",EB Bon Pastor (FBC),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
AFA Escola Pompeu Fabra (Ceissa),AFA Escola Pompeu Fabra (Ceissa),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,7,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:30 h,
"Escola Reina Elisenda-Virolai ""A""",Escola Virolai,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:15 h,
"Escola Turó del Cargol (FBC) ""A""",Escola Turó del Cargol (FBC),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:30 h,
Escola Ntra Sra de Lurdes,Escola Ntra Sra de Lurdes,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,1,BÀSQUET,PREALEVÍ,MIXT,Dissabte,10:15 h,
Escola de Secundaria Els Arcs (Bàsquet),Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,4,BÀSQUET,PREALEVÍ,MIXT,Dissabte,09:30 h,ÉS UN EQUIP JUST DE NIVELL.
"Escola Mallorca (AE L'Eixample) ""A""",Escola Mallorca (AE L'Eixample),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,3,BÀSQUET,PREALEVÍ,MIXT,Dissabte,10:15 h,
"Escola Ferran Sunyer (AE L'Eixample) ""A""",Escola Ferran Sunyer (AE L'Eixample),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,4,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:30 h,
"AE Lycée Français ""A""",AE Lycée Français,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,2,BÀSQUET,PREALEVÍ,MIXT,Dissabte,09:15 h,
"Vedruna Immaculada - 2 de Maig (AE L'Eixample) ""A""",Vedruna Immaculada - 2 de Maig (AE L'Eixample),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,7,BÀSQUET,PREALEVÍ,MIXT,Dissabte,09:00 h,
"Escola Bogatell (FPC CET 10) ""A""",Escola Bogatell (FPC CET 10),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Thau ""A""",Escola Thau,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:15 h,
"The Benjamin Franklin International School ""A""",The Benjamin Franklin International School,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,7,BÀSQUET,PREALEVÍ,MIXT,Dijous,18:00 h,
"Club Esportiu Jesús Maria ""A""",Club Esportiu Jesús Maria,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Garbí ""A""",Escola Garbí,BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Nivell D,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escola Virolai ""A""",Escola Virolai,BÀSQUET PREBENJAMÍ FEMENÍ 1ª FASE CEEB,Nivell E,7,BÀSQUET,PREBENJAMÍ,FEMENÍ,Divendres,18:00 h,
"Escola Thau ""A""",Escola Thau,BÀSQUET PREBENJAMÍ FEMENÍ 1ª FASE CEEB,Nivell E,Fora,BÀSQUET,PREBENJAMÍ,FEMENÍ,Divendres,18:15 h,
"Col·legi Canigó ""A""",Col·legi Canigó,BÀSQUET PREBENJAMÍ FEMENÍ 1ª FASE CEEB,Nivell A,Casa,BÀSQUET,PREBENJAMÍ,FEMENÍ,Dissabte,10:30 h,
AFA Escola Pompeu Fabra (Ceissa),AFA Escola Pompeu Fabra (Ceissa),BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,7,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:15 h,
Escola Pia Sant Miquel,Escola Pia Sant Miquel,BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,5,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:10 h,
"Bàsquet CAT ""Negre""",Bàsquet CAT,BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,Casa,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"AFA La Llacuna del Poblenou ""Blau""",AFA La Llacuna del Poblenou,BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,3,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Col·legi Maristes Sants-Les Corts ""A""",Col·legi Maristes Sants-Les Corts,BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Casa,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:30 h,L'equip estará formar per majoria de prebenjamins. Pero tindrem 3 fitxes de Benjamín tot i aixi voldriem participar en categoría prebenjami encara que sigui en no competició. Gracies.
"Lycée Français de Gavà (Bon Soleil) ""A""",Lycée Français de Gavà (Bon Soleil),BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Fora,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"CE La Salle Gracia ""A""",CE La Salle Gracia,BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,5,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:30 h,
"Escola Auró (AE L'Eixample) ""A""",Escola Auró (AE L'Eixample),BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,4,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:30 h,
