Nom Lliga,Grup,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,Manyanet Sant Andreu,Manyanet Sant Andreu,Nivell D,Dissabte,1,1,[]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,"Centre Eines ""A""",Centre Eines,Nivell B,Divendres,,2,[]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,Dummy 1,Dummy,Dummy,,,3,[]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,Dummy 2,Dummy,Dummy,,,4,[]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,Dummy 3,Dummy,Dummy,,,5,[]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,Centre Montserrat-Xavier,Centre Montserrat-Xavier,Nivell E,Divendres,Casa,6,[]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,"Futsal Rosario Central ""A""",Futsal Rosario Central,Nivell C,Divendres,8,7,[5]
FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,G1,"Centre Montserrat-Xavier ""A""",Centre Montserrat-Xavier,Nivell A,Divendres,Casa,8,[]
