Nom Lliga,Grup,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,"Club Esportiu Laietà (Futbol 5) ""A""",Club Esportiu Laietà (Futbol 5),Nivell C,Dissabte,Casa,1,[]
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Manyanet Sant Andreu,Manyanet Sant Andreu,Nivell D,Dissabte,1,2,"[1, 2]"
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Col·legi Maristes Sants-Les Corts,Col·legi Maristes Sants-Les Corts,Nivell E,Divendres,,3,[]
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Institució Montserrat,Institució Montserrat,Nivell E,Divendres,Fora,4,[]
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Dummy 2,Dummy,Dummy,,,5,[]
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Dummy 1,Dummy,Dummy,,,6,[]
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Dummy 3,Dummy,Dummy,,,7,[]
FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,G1,Dummy 4,Dummy,Dummy,,,8,[]
