Nom Lliga,Grup,Nom,Entitat,Nivell,Dia partit,Núm. sorteig,Núm. sorteig assignat,Diferències jornades
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,Manyanet Sant Andreu,Manyanet Sant Andreu,Nivell B,Dissabte,1,1,[]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,Casal de Joves Zona Nord,Associació Juvenil Casal de Jove Zona Nord,Nivell B,Dissabte,Indiferent,2,[]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,"Futsal Rosario Central ""B""",Futsal Rosario Central,Nivell B,Divendres,4,3,[5]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,"Institut Ernest Lluch (AE L'Eixample) ""A""",Institut Ernest Lluch (AE L'Eixample),Nivell C,Divendres,4,4,[]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,"Escolàpies Legends ""A""",Escolàpies Legends,Nivell C,Divendres,Indiferent,5,[]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,Dummy 1,Dummy,Dummy,,,6,[]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,Dummy 2,Dummy,Dummy,,,7,[]
FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,G1,"Futsal Rosario Central ""A""",Futsal Rosario Central,Nivell C,Divendres,8,8,[]
